"","time","temperature"
"1",2021-12-05 01:00:00,-0.75
"2",2021-12-05 02:00:00,-0.7825
"3",2021-12-05 03:00:00,-0.72
"4",2021-12-05 04:00:00,-0.51
"5",2021-12-05 05:00:00,-0.589166666666667
"6",2021-12-05 06:00:00,-0.945
"7",2021-12-05 07:00:00,-0.9725
"8",2021-12-05 08:00:00,-0.814166666666667
"9",2021-12-05 09:00:00,-0.525
"10",2021-12-05 10:00:00,-0.180833333333333
"11",2021-12-05 11:00:00,0.1225
"12",2021-12-05 12:00:00,0.229166666666667
"13",2021-12-05 13:00:00,0.319166666666667
"14",2021-12-05 14:00:00,0.398333333333333
"15",2021-12-05 15:00:00,0.370833333333333
"16",2021-12-05 16:00:00,0.113333333333333
"17",2021-12-05 17:00:00,-0.0925
"18",2021-12-05 18:00:00,-0.115833333333333
"19",2021-12-05 19:00:00,-0.345
"20",2021-12-05 20:00:00,-0.4925
"21",2021-12-05 21:00:00,-0.509166666666667
"22",2021-12-05 22:00:00,-0.5125
"23",2021-12-05 23:00:00,-0.505
"24",2021-12-06 00:00:00,-0.595
"25",2021-12-06 01:00:00,-0.5725
"26",2021-12-06 02:00:00,-0.288333333333333
"27",2021-12-06 03:00:00,-0.0625
"28",2021-12-06 04:00:00,-0.0141666666666667
"29",2021-12-06 05:00:00,-0.125
"30",2021-12-06 06:00:00,-0.149166666666667
"31",2021-12-06 07:00:00,-0.0316666666666667
"32",2021-12-06 08:00:00,-0.065
"33",2021-12-06 09:00:00,0.1675
"34",2021-12-06 10:00:00,0.2575
"35",2021-12-06 11:00:00,0.339166666666667
"36",2021-12-06 12:00:00,0.275
"37",2021-12-06 13:00:00,0.161666666666667
"38",2021-12-06 14:00:00,-0.025
"39",2021-12-06 15:00:00,-0.05
"40",2021-12-06 16:00:00,-0.155
"41",2021-12-06 17:00:00,-0.245
"42",2021-12-06 18:00:00,-0.4325
"43",2021-12-06 19:00:00,-0.558333333333333
"44",2021-12-06 20:00:00,-0.6275
"45",2021-12-06 21:00:00,-0.890833333333333
"46",2021-12-06 22:00:00,-1.22
"47",2021-12-06 23:00:00,-1.43416666666667
"48",2021-12-07 00:00:00,-1.68583333333333
"49",2021-12-07 01:00:00,-1.8575
"50",2021-12-07 02:00:00,-2.02083333333333
"51",2021-12-07 03:00:00,-2.17
"52",2021-12-07 04:00:00,-2.43833333333333
"53",2021-12-07 05:00:00,-2.97083333333333
"54",2021-12-07 06:00:00,-3.4925
"55",2021-12-07 07:00:00,-3.29
"56",2021-12-07 08:00:00,-3.1475
"57",2021-12-07 09:00:00,-3.01
"58",2021-12-07 10:00:00,-2.80833333333333
"59",2021-12-07 11:00:00,-2.33916666666667
"60",2021-12-07 12:00:00,-2.11083333333333
"61",2021-12-07 13:00:00,-1.985
"62",2021-12-07 14:00:00,-1.9325
"63",2021-12-07 15:00:00,-1.9125
"64",2021-12-07 16:00:00,-1.8175
"65",2021-12-07 17:00:00,-1.85416666666667
"66",2021-12-07 18:00:00,-2.2625
"67",2021-12-07 19:00:00,-2.4225
"68",2021-12-07 20:00:00,-2.65916666666667
"69",2021-12-07 21:00:00,-2.78
"70",2021-12-07 22:00:00,-2.755
"71",2021-12-07 23:00:00,-2.62666666666667
"72",2021-12-08 00:00:00,-2.69416666666667
"73",2021-12-08 01:00:00,-2.85
"74",2021-12-08 02:00:00,-2.6625
"75",2021-12-08 03:00:00,-2.56
"76",2021-12-08 04:00:00,-2.57666666666667
"77",2021-12-08 05:00:00,-2.985
"78",2021-12-08 06:00:00,-3.24666666666667
"79",2021-12-08 07:00:00,-3.255
"80",2021-12-08 08:00:00,-3.38
"81",2021-12-08 09:00:00,-3.2925
"82",2021-12-08 10:00:00,-2.95583333333333
"83",2021-12-08 11:00:00,-2.98916666666667
"84",2021-12-08 12:00:00,-3.21083333333333
"85",2021-12-08 13:00:00,-3.3025
"86",2021-12-08 14:00:00,-3.2325
"87",2021-12-08 15:00:00,-3.32
"88",2021-12-08 16:00:00,-3.3925
"89",2021-12-08 17:00:00,-3.4525
"90",2021-12-08 18:00:00,-3.49
"91",2021-12-08 19:00:00,-3.5375
"92",2021-12-08 20:00:00,-3.3175
"93",2021-12-08 21:00:00,-2.94666666666667
"94",2021-12-08 22:00:00,-3.11666666666667
"95",2021-12-08 23:00:00,-3.4475
"96",2021-12-09 00:00:00,-3.3525
"97",2021-12-09 01:00:00,-3.2275
"98",2021-12-09 02:00:00,-3.1575
"99",2021-12-09 03:00:00,-3.21
"100",2021-12-09 04:00:00,-3.09
"101",2021-12-09 05:00:00,-3.0125
"102",2021-12-09 06:00:00,-2.93
"103",2021-12-09 07:00:00,-2.805
"104",2021-12-09 08:00:00,-2.68416666666667
"105",2021-12-09 09:00:00,-2.48
"106",2021-12-09 10:00:00,-2.24583333333333
"107",2021-12-09 11:00:00,-1.95
"108",2021-12-09 12:00:00,-1.69166666666667
"109",2021-12-09 13:00:00,-1.39833333333333
"110",2021-12-09 14:00:00,-1.22833333333333
"111",2021-12-09 15:00:00,-1.16666666666667
"112",2021-12-09 16:00:00,-1.165
"113",2021-12-09 17:00:00,-1.38416666666667
"114",2021-12-09 18:00:00,-1.78833333333333
"115",2021-12-09 19:00:00,-1.91
"116",2021-12-09 20:00:00,-1.97
"117",2021-12-09 21:00:00,-2.08666666666667
"118",2021-12-09 22:00:00,-2.205
"119",2021-12-09 23:00:00,-2.195
"120",2021-12-10 00:00:00,-2.175
"121",2021-12-10 01:00:00,-2.1575
"122",2021-12-10 02:00:00,-2.25083333333333
"123",2021-12-10 03:00:00,-2.32416666666667
"124",2021-12-10 04:00:00,-2.2175
"125",2021-12-10 05:00:00,-2.1975
"126",2021-12-10 06:00:00,-2.1175
"127",2021-12-10 07:00:00,-1.9575
"128",2021-12-10 08:00:00,-1.75416666666667
"129",2021-12-10 09:00:00,-1.33083333333333
"130",2021-12-10 10:00:00,-0.994166666666667
"131",2021-12-10 11:00:00,-0.568333333333333
"132",2021-12-10 12:00:00,-0.3125
"133",2021-12-10 13:00:00,0.00666666666666667
"134",2021-12-10 14:00:00,0.0541666666666667
"135",2021-12-10 15:00:00,0.0441666666666667
"136",2021-12-10 16:00:00,-0.365
"137",2021-12-10 17:00:00,-1.085
"138",2021-12-10 18:00:00,-1.5325
"139",2021-12-10 19:00:00,-1.98166666666667
"140",2021-12-10 20:00:00,-2.50083333333333
"141",2021-12-10 21:00:00,-2.8025
"142",2021-12-10 22:00:00,-3.19583333333333
"143",2021-12-10 23:00:00,-3.535
"144",2021-12-11 00:00:00,-4.0075
"145",2021-12-11 01:00:00,-4.3775
"146",2021-12-11 02:00:00,-4.44
"147",2021-12-11 03:00:00,-4.425
"148",2021-12-11 04:00:00,-5.315
"149",2021-12-11 05:00:00,-7.39416666666667
"150",2021-12-11 06:00:00,-5.69833333333333
"151",2021-12-11 07:00:00,-5.28833333333333
"152",2021-12-11 08:00:00,-5.005
"153",2021-12-11 09:00:00,-4.61916666666667
"154",2021-12-11 10:00:00,-3.39416666666667
"155",2021-12-11 11:00:00,-2.77
"156",2021-12-11 12:00:00,-2.24583333333333
"157",2021-12-11 13:00:00,-2.30583333333333
"158",2021-12-11 14:00:00,-2.25833333333333
"159",2021-12-11 15:00:00,-2.2575
"160",2021-12-11 16:00:00,-2.29666666666667
"161",2021-12-11 17:00:00,-2.30833333333333
"162",2021-12-11 18:00:00,-2.4075
"163",2021-12-11 19:00:00,-2.895
"164",2021-12-11 20:00:00,-3.05583333333333
"165",2021-12-11 21:00:00,-3.405
"166",2021-12-11 22:00:00,-3.7725
"167",2021-12-11 23:00:00,-3.8775
"168",2021-12-12 00:00:00,-3.375
"169",2021-12-12 01:00:00,-3.3875
"170",2021-12-12 02:00:00,-3.83
"171",2021-12-12 03:00:00,-3.7575
"172",2021-12-12 04:00:00,-3.755
"173",2021-12-12 05:00:00,-3.54
"174",2021-12-12 06:00:00,-3.14333333333333
"175",2021-12-12 07:00:00,-2.855
"176",2021-12-12 08:00:00,-2.59166666666667
"177",2021-12-12 09:00:00,-2.24416666666667
"178",2021-12-12 10:00:00,-1.96083333333333
"179",2021-12-12 11:00:00,-1.61916666666667
"180",2021-12-12 12:00:00,-1.05166666666667
"181",2021-12-12 13:00:00,-0.84
"182",2021-12-12 14:00:00,-0.73
"183",2021-12-12 15:00:00,-0.755
"184",2021-12-12 16:00:00,-0.718333333333333
"185",2021-12-12 17:00:00,-1.695
"186",2021-12-12 18:00:00,-1.96
"187",2021-12-12 19:00:00,-1.7875
"188",2021-12-12 20:00:00,-1.65083333333333
"189",2021-12-12 21:00:00,-1.5
"190",2021-12-12 22:00:00,-1.36416666666667
"191",2021-12-12 23:00:00,-1.00583333333333
"192",2021-12-13 00:00:00,-0.685
"193",2021-12-13 01:00:00,-0.371666666666667
"194",2021-12-13 02:00:00,-0.115
"195",2021-12-13 03:00:00,0.00916666666666667
"196",2021-12-13 04:00:00,0.0616666666666667
"197",2021-12-13 05:00:00,0.12
"198",2021-12-13 06:00:00,0.125
"199",2021-12-13 07:00:00,0.18
"200",2021-12-13 08:00:00,0.395833333333333
"201",2021-12-13 09:00:00,0.778333333333333
"202",2021-12-13 10:00:00,1.19833333333333
"203",2021-12-13 11:00:00,1.68083333333333
"204",2021-12-13 12:00:00,1.96
"205",2021-12-13 13:00:00,2.12416666666667
"206",2021-12-13 14:00:00,2.03
"207",2021-12-13 15:00:00,1.68916666666667
"208",2021-12-13 16:00:00,1.685
"209",2021-12-13 17:00:00,1.47166666666667
"210",2021-12-13 18:00:00,1.55
"211",2021-12-13 19:00:00,1.66333333333333
"212",2021-12-13 20:00:00,1.6675
"213",2021-12-13 21:00:00,1.82416666666667
"214",2021-12-13 22:00:00,1.99166666666667
"215",2021-12-13 23:00:00,2.1425
"216",2021-12-14 00:00:00,2.14416666666667
"217",2021-12-14 01:00:00,2.03833333333333
"218",2021-12-14 02:00:00,2.165
"219",2021-12-14 03:00:00,2.11166666666667
"220",2021-12-14 04:00:00,2.32083333333333
"221",2021-12-14 05:00:00,2.495
"222",2021-12-14 06:00:00,2.53166666666667
"223",2021-12-14 07:00:00,2.8425
"224",2021-12-14 08:00:00,3.26833333333333
"225",2021-12-14 09:00:00,3.53916666666667
"226",2021-12-14 10:00:00,3.88083333333333
"227",2021-12-14 11:00:00,3.92916666666667
"228",2021-12-14 12:00:00,4.2875
"229",2021-12-14 13:00:00,4.5325
"230",2021-12-14 14:00:00,4.64333333333333
"231",2021-12-14 15:00:00,4.63166666666667
"232",2021-12-14 16:00:00,4.42916666666667
"233",2021-12-14 17:00:00,4.41833333333333
"234",2021-12-14 18:00:00,4.36833333333333
"235",2021-12-14 19:00:00,4.37083333333333
"236",2021-12-14 20:00:00,4.615
"237",2021-12-14 21:00:00,4.85166666666667
"238",2021-12-14 22:00:00,5.0775
"239",2021-12-14 23:00:00,5.14
"240",2021-12-15 00:00:00,5.13583333333333
"241",2021-12-15 01:00:00,5.1275
"242",2021-12-15 02:00:00,NA
"243",2021-12-15 03:00:00,NA
"244",2021-12-15 04:00:00,NA
"245",2021-12-15 05:00:00,NA
"246",2021-12-15 06:00:00,NA
"247",2021-12-15 07:00:00,NA
"248",2021-12-15 08:00:00,NA
"249",2021-12-15 09:00:00,NA
"250",2021-12-15 10:00:00,NA
"251",2021-12-15 11:00:00,NA
"252",2021-12-15 12:00:00,NA
"253",2021-12-15 13:00:00,NA
"254",2021-12-15 14:00:00,7.00916666666667
"255",2021-12-15 15:00:00,7.05083333333333
"256",2021-12-15 16:00:00,7.01
"257",2021-12-15 17:00:00,6.97666666666667
"258",2021-12-15 18:00:00,7.06916666666667
"259",2021-12-15 19:00:00,7.16333333333333
"260",2021-12-15 20:00:00,7.2425
"261",2021-12-15 21:00:00,7.36583333333333
"262",2021-12-15 22:00:00,7.46166666666667
"263",2021-12-15 23:00:00,7.44666666666667
"264",2021-12-16 00:00:00,7.27083333333333
"265",2021-12-16 01:00:00,7.1475
"266",2021-12-16 02:00:00,6.9725
"267",2021-12-16 03:00:00,6.77416666666667
"268",2021-12-16 04:00:00,6.8425
"269",2021-12-16 05:00:00,6.88916666666667
"270",2021-12-16 06:00:00,7.04416666666667
"271",2021-12-16 07:00:00,7.20833333333333
"272",2021-12-16 08:00:00,7.295
"273",2021-12-16 09:00:00,7.34083333333333
"274",2021-12-16 10:00:00,7.49
"275",2021-12-16 11:00:00,7.66416666666667
"276",2021-12-16 12:00:00,7.81
"277",2021-12-16 13:00:00,7.88083333333333
"278",2021-12-16 14:00:00,7.51416666666667
"279",2021-12-16 15:00:00,6.89666666666667
"280",2021-12-16 16:00:00,6.1
"281",2021-12-16 17:00:00,5.5325
"282",2021-12-16 18:00:00,5.08166666666667
"283",2021-12-16 19:00:00,5.0625
"284",2021-12-16 20:00:00,5.135
"285",2021-12-16 21:00:00,5.10666666666667
"286",2021-12-16 22:00:00,4.96833333333333
"287",2021-12-16 23:00:00,4.62833333333333
"288",2021-12-17 00:00:00,4.5175
"289",2021-12-17 01:00:00,4.41916666666667
"290",2021-12-17 02:00:00,4.31916666666667
"291",2021-12-17 03:00:00,4.1125
"292",2021-12-17 04:00:00,3.52083333333333
"293",2021-12-17 05:00:00,3.03583333333333
"294",2021-12-17 06:00:00,3.555
"295",2021-12-17 07:00:00,3.435
"296",2021-12-17 08:00:00,3.65333333333333
"297",2021-12-17 09:00:00,4.10416666666667
"298",2021-12-17 10:00:00,4.605
"299",2021-12-17 11:00:00,5.03833333333333
"300",2021-12-17 12:00:00,5.24833333333333
"301",2021-12-17 13:00:00,5.2125
"302",2021-12-17 14:00:00,5.05333333333333
"303",2021-12-17 15:00:00,4.33166666666667
"304",2021-12-17 16:00:00,3.60166666666667
"305",2021-12-17 17:00:00,3.7525
"306",2021-12-17 18:00:00,3.36333333333333
"307",2021-12-17 19:00:00,2.87583333333333
"308",2021-12-17 20:00:00,2.625
"309",2021-12-17 21:00:00,2.4975
"310",2021-12-17 22:00:00,2.45083333333333
"311",2021-12-17 23:00:00,2.55666666666667
"312",2021-12-18 00:00:00,2.1675
"313",2021-12-18 01:00:00,1.3275
"314",2021-12-18 02:00:00,0.803333333333333
"315",2021-12-18 03:00:00,1.565
"316",2021-12-18 04:00:00,2.005
"317",2021-12-18 05:00:00,2.16916666666667
"318",2021-12-18 06:00:00,2.09166666666667
"319",2021-12-18 07:00:00,2.15833333333333
"320",2021-12-18 08:00:00,2.31416666666667
"321",2021-12-18 09:00:00,2.555
"322",2021-12-18 10:00:00,2.755
"323",2021-12-18 11:00:00,3.005
"324",2021-12-18 12:00:00,3.33666666666667
"325",2021-12-18 13:00:00,3.605
"326",2021-12-18 14:00:00,3.8425
"327",2021-12-18 15:00:00,3.97833333333333
"328",2021-12-18 16:00:00,4.09416666666667
"329",2021-12-18 17:00:00,4.2175
"330",2021-12-18 18:00:00,4.26916666666667
"331",2021-12-18 19:00:00,4.38083333333333
"332",2021-12-18 20:00:00,4.42
"333",2021-12-18 21:00:00,4.5375
"334",2021-12-18 22:00:00,4.61583333333333
"335",2021-12-18 23:00:00,4.81416666666667
"336",2021-12-19 00:00:00,NA
"337",2021-12-19 01:00:00,5.58416666666667
"338",2021-12-19 02:00:00,5.95333333333333
"339",2021-12-19 03:00:00,6.16
"340",2021-12-19 04:00:00,6.1275
"341",2021-12-19 05:00:00,6.02083333333333
"342",2021-12-19 06:00:00,5.88833333333333
"343",2021-12-19 07:00:00,5.7725
"344",2021-12-19 08:00:00,5.51166666666667
"345",2021-12-19 09:00:00,5.68583333333333
"346",2021-12-19 10:00:00,NA
"347",2021-12-19 11:00:00,5.97833333333333
"348",2021-12-19 12:00:00,5.97166666666667
"349",2021-12-19 13:00:00,5.83583333333333
"350",2021-12-19 14:00:00,5.58666666666667
"351",2021-12-19 15:00:00,5.26
"352",2021-12-19 16:00:00,5.14
"353",2021-12-19 17:00:00,4.13166666666667
"354",2021-12-19 18:00:00,3.65
"355",2021-12-19 19:00:00,3.31833333333333
"356",2021-12-19 20:00:00,2.50416666666667
"357",2021-12-19 21:00:00,1.60833333333333
"358",2021-12-19 22:00:00,1.18333333333333
"359",2021-12-19 23:00:00,0.700833333333333
"360",2021-12-20 00:00:00,0.466666666666667
"361",2021-12-20 01:00:00,0.610833333333333
